disasterNumber,totalNumberIaApproved,totalAmountIhpApproved,totalAmountHaApproved,totalAmountOnaApproved,totalObligatedAmountPa,totalObligatedAmountCatAb,totalObligatedAmountCatC2g,paLoadDate,iaLoadDate,totalObligatedAmountHmgp,hash,lastRefresh,id
4201,,,,,11132782.04,10768554.81,192426.81,2024-11-09T00:00:00.000Z,,0,25b1e5b098d112f77cd57ca8a323f1ef527397c5,2024-11-09T04:05:02.739Z,b132b8cb-c389-4cd9-9040-d0cdc66f52c8
4202,,,,,358817.87,261761.16,4137.71,2024-11-09T00:00:00.000Z,,570570.04,a6adfe254657345dd04c3f9c8236b1f9b1694eb6,2024-11-09T04:05:02.739Z,590f0311-70a5-4195-bffe-ed60614bc8b1
4203,,,,,5582959.96,1806461.46,3400300.14,2024-11-09T00:00:00.000Z,,42501.12,a1cc35a6e942fd457bcef8ede4d7e17f1d4bd949,2024-11-09T04:05:02.739Z,9f901ada-fe5e-4a79-8ef5-5235ca1367cf
4204,,,,,31549943.74,24569790.88,5760458.99,2024-11-09T00:00:00.000Z,,2225128.65,713c567ca30812109a9913786f60cc921dee5b27,2024-11-09T04:05:02.739Z,c9165d37-7dcb-4538-abeb-2c67befab71d
4205,,,,,2985308.16,1613966.25,1270103.91,2024-11-09T00:00:00.000Z,,15295,ca784ab71b147fdaa9c953d188207627a422c51b,2024-11-09T04:05:02.739Z,58452172-d1a0-4595-9f8c-824dbfbc1885
4206,,,,,924687.91,113337.83,780202.08,2024-11-09T00:00:00.000Z,,143035.25,9dc78f391f62836ee1cb35460c5df14c22852c99,2024-11-09T04:05:02.739Z,32db5d2e-7f91-45ed-b708-6ae54a39957d
4207,,,,,3949092.78,1535173.48,2367943.72,2024-11-09T00:00:00.000Z,,415567.57,bcfda736dadbe6fc111b2c348079b3b91288ed8d,2024-11-09T04:05:02.739Z,2b540b18-b8df-4de3-b1d1-091ada734592
4208,,,,,2643562.21,2531715.73,89035.53,2024-11-09T00:00:00.000Z,,407016.03,fd3bd123e87e8d921f36417d72a128d8a913eb14,2024-11-09T04:05:02.739Z,c0398ba4-85e3-4e03-b4fd-e48e5cbc76e7
4209,,,,,4917407.03,4709080.45,70282.31,2024-11-09T00:00:00.000Z,,743506.6,2baa6edbb763ec808551063f4803f319f23b47e7,2024-11-09T04:05:02.739Z,dac8d4b9-1716-4b8b-a795-7676a63f6ea3
4210,,,,,29974123.15,2633628.46,27196196.04,2024-11-09T00:00:00.000Z,,3848418.1,1c171bc71a943c426461848fa7ba5eefc10d52d8,2024-11-09T04:05:02.739Z,bbf262a9-0e27-4fea-a2c2-b59180eb344b
4211,,,,,34509703.44,17059885.26,17394652.78,2024-11-09T00:00:00.000Z,,3599442.14,51a83b6d9e1533ef98b570b50291428656042806,2024-11-09T04:05:02.739Z,6d6d9bf2-579e-430a-a3c5-3cca7302f943
4212,,,,,8736490.43,8429263.2,156446.83,2024-11-09T00:00:00.000Z,,269876.97,caf5df7c5c88fab96d06a0e70d0f147b9e7ddcbc,2024-11-09T04:05:02.739Z,d16680df-530d-4ecf-99d5-693e40a8a67a
4213,,,,,9503317.82,8586425.14,689163.16,2024-11-09T00:00:00.000Z,,973876.15,4fb67080445b0b141f6ca2ee8242e6368b90db30,2024-11-09T04:05:02.739Z,22fe4d19-f764-4513-954c-52e6310d86d8
4214,,,,,86849488.22,74972438.17,8949654.05,2024-11-09T00:00:00.000Z,,9498235.93,21fc9bb34975f9aff31bdf6dbe928363ceae7456,2024-11-09T04:05:02.739Z,d00ceada-2785-49e8-9669-c912500d5f46
4215,,,,,10843502.79,4361083.51,6249420.1,2024-11-09T00:00:00.000Z,,1851629.75,e3bdc40b90d307a47bea27dff390f407b733613a,2024-11-09T04:05:02.739Z,6b90ddfc-5213-42df-aa99-18efaf4d3797
4216,,,,,4314738.44,2843289.44,1335841.56,2024-11-09T00:00:00.000Z,,514543.17,e07ea98316e481ef33218f08707d4f51934c5be1,2024-11-09T04:05:02.739Z,3616b21e-7a30-4343-8b7a-45971bcecaeb
4218,,,,,18980424.67,3458893.49,14832735.18,2024-11-09T00:00:00.000Z,,3824948.83,9d5723a5dcfe1e7dac972da157e7b57e21b0af03,2024-11-09T04:05:02.739Z,95f8c8cd-da10-4802-b244-c4ca03dbe6d3
4219,,,,,7415157.76,159992.62,7226482.16,2024-11-09T00:00:00.000Z,,1237705.28,9ec191c7f948a969f6922983748df35f98026727,2024-11-09T04:05:02.739Z,8097eb58-0010-4124-9ce2-bd4926a37c4f
4220,,,,,6320816.79,11537.97,6304613.58,2024-11-09T00:00:00.000Z,,720273.38,e5f43ad88c54fcd8fd8e676152e3916fd71ec978,2024-11-09T04:05:02.739Z,499d4979-73c6-4991-90e8-4401ee612304
3614,,,,,,,,,,,465faf723be3d6b95fead3a6080733252535db20,2024-09-11T23:05:13.472Z,c140099e-a379-4eb6-b2cf-6ff788b5048e
4221,,,,,5885189.5,,5880199.66,2024-11-09T00:00:00.000Z,,1058840.4,5a86719686a77348ef2ffac40e6482c64fffbb30,2024-11-09T04:05:02.739Z,a4e90344-072a-41f5-997f-6b4f97a3532c
4224,,,,,4222338.13,1848805.7,2256006.43,2024-11-09T00:00:00.000Z,,140725.08,e04970d3b8cf7322f30f2236c0dd30df9a997044,2024-11-09T04:05:02.739Z,0c70a6e4-dc4f-4647-88eb-0e31a356982c
4225,,,,,14955825.78,1534204.21,13208688.87,2024-11-09T00:00:00.000Z,,1364562.82,302be03516a020aa7f52cc76982e3003857d66f8,2024-11-09T04:05:02.739Z,4534be61-3cde-433a-ba83-15ed14cb13f7
4813,,,,,,,,,,0,940d7ee74fd1d2627f918b4a49689bb64509d9e8,2024-08-23T23:04:56.804Z,d2446386-c498-4972-a8c8-d5cd0ffda80a
4816,,,,,,,,,,0,1cff191e0c835c7265d3f40b5f237b7df7071921,2024-09-11T23:05:13.472Z,3459edcc-132d-48b5-b78a-6d281effe1b7
4228,,,,,11415704.83,4048184.58,7096723.25,2024-11-09T00:00:00.000Z,,1066415.11,f0675ced639eafd9e2349467b4832b2ea352e6c5,2024-11-09T04:05:02.739Z,7024d2f5-6b1f-4548-8a8f-ceed79c4c2ea
4229,,,,,24909374.93,1925755.69,22283942.24,2024-11-09T00:00:00.000Z,,2102440.94,897cb274db36d567c4cbe6f3a11a37c82296756f,2024-11-09T04:05:02.739Z,7d6e11f9-2c30-4da9-96a2-b94f86946229
4230,,,,,10965009.42,800893.75,9476630.46,2024-11-09T00:00:00.000Z,,1568836.6,ce8c54a0625f2b449cb17bd39d0cf298ea67a327,2024-11-09T04:05:02.739Z,7f3de2e4-889b-4354-a2c5-63a869027e89
4231,,,,,12466494.51,11694495.38,475880.37,2024-11-09T00:00:00.000Z,,1030191.55,2defaa6564f3fe70b6d43c365e7b93a08e03565b,2024-11-09T04:05:02.739Z,cc7ec03c-0012-44cb-ae5b-6a860b23bc4e
4232,,,,,1326573.48,26008.29,1250043.19,2024-11-09T00:00:00.000Z,,141656.7,6ca477c7609778b684c79ffb19d903556d7f3cfe,2024-11-09T04:05:02.739Z,fd7e83b4-7957-456b-9e3d-0e243aad8d90
4233,,,,,3078434.15,538676.77,2453374.65,2024-11-09T00:00:00.000Z,,472182,895ad8ea4de5ea44764751b1566063b030a2323d,2024-11-09T04:05:02.739Z,c32059d4-3847-4a51-ba8e-d4c2757d58a7
4234,,,,,7078538.32,1091945.48,5689617.58,2024-11-09T00:00:00.000Z,,1458759.28,e8ad9051805ac673741120933ce509a49f713805,2024-11-09T04:05:02.739Z,b3e90b48-5da3-48be-b115-d1075f02eac3
4236,,,,,7743787.17,469694.75,7261277.06,2024-11-09T00:00:00.000Z,,723711.22,f9835f5c54d4d9e0aa3b935c8c2e7f7bdb05ccd6,2024-11-09T04:05:02.739Z,2be08f81-823d-40fc-8431-ba040e0b295b
4238,,,,,50780811.67,5144389.44,44242582.16,2024-11-09T00:00:00.000Z,,10203784.95,95d1ef18a02004aa11df74bb5adaf0d9d20d477c,2024-11-09T04:05:02.739Z,7b8e492d-e18e-4efd-9e8c-3486f95e90d1
4242,,,,,6172025.65,1185216.13,4752623.56,2024-11-09T00:00:00.000Z,,914999.83,ef7696e4e9bbc10ea5ec540d022a95ae6bba7fc1,2024-11-09T04:05:02.739Z,2cec988a-2270-4a10-95e5-4a6980909536
4243,,,,,38184703.84,25615246.75,11631167.01,2024-11-09T00:00:00.000Z,,3603292.12,2cdcf93fe63962c841e46b890a9bb333c2dca24b,2024-11-09T04:05:02.739Z,2e904fa2-837e-4d78-82d4-c5b747110079
4244,,,,,4079526.97,452068.61,3463120.7,2024-11-09T00:00:00.000Z,,130130.29,11181289ea4082e139fb2df0456557676274b293,2024-11-09T04:05:02.739Z,8673cf49-582c-4538-b6cd-78f1a7cdbf10
4246,,,,,2486685.09,328168.44,2126548.61,2024-11-09T00:00:00.000Z,,374875.74,d2f95b8dba22d0dda773f574119f66f2ef494fd7,2024-11-09T04:05:02.739Z,b64b5aa8-ae0e-4cff-94b3-000de450617b
4247,,,,,29475163.85,16040835.47,12687562,2024-11-09T00:00:00.000Z,,4064912.16,7681867719cdf98b4278a502ff9efc43f4cce431,2024-11-09T04:05:02.739Z,5ecff2bd-dcd8-4af0-a677-e796fc1d2aec
4249,,,,,25219008.28,5993518.24,18312143.18,2024-11-09T00:00:00.000Z,,2755170.01,b9c756e22e015dc4310ceda62731968882dac2b1,2024-11-09T04:05:02.739Z,07f5b0d4-fb40-46ee-bc8f-686c6d647c31
4251,,,,,36201886.24,1834108.21,32944324.61,2024-11-09T00:00:00.000Z,,5530482.83,a2c658092244e82d6b8d4bb7005eba4ac3bfd7e1,2024-11-09T04:05:02.739Z,30d4a7b9-0bc9-4724-a5ca-35d630437565
4252,,,,,18305095.51,172539.64,18113814.3,2024-11-09T00:00:00.000Z,,1707464.47,7db5bf39957d2d8f64457cfcb8b768e0a65ab941,2024-11-09T04:05:02.739Z,40f4b011-7bb2-4ddc-ad25-611b4ca3bab0
4253,,,,,11329893.97,1402293.63,9385902.34,2024-11-09T00:00:00.000Z,,424136.68,c0ca104fb240ab19cae33feab52a6d1b972181d1,2024-11-09T04:05:02.739Z,eafdf4c5-3c74-4d00-a35d-3cec88136583
4255,,,,,25473437.32,6023300.4,17529709.94,2024-11-09T00:00:00.000Z,,2143138.5,b514ad9c9fccf14e1da8d8244ce4b9542ac33ca3,2024-11-09T04:05:02.739Z,f548b3fa-281b-440d-a400-034ec4613dcb
4256,,,,,49143878.08,1310476.7,46883894.21,2024-11-09T00:00:00.000Z,,8724992.51,d1f6bee734d5ba994e1be12237ae4c1cba6b12fa,2024-11-09T04:05:02.739Z,f5f2ae3d-c4fe-47c9-9fd4-444df93cff95
4257,,,,,11464133.02,,11051697.02,2024-11-09T00:00:00.000Z,,106603.41,07b2dab99a2978c7b952458371e03448b1f769a8,2024-11-09T04:05:02.739Z,eed17818-8a19-4759-b03d-eb4af0f626e3
4258,,,,,32986196.83,4674620.39,27419844.44,2024-11-09T00:00:00.000Z,,3263119.96,825c65e491c5027495585fd8efa7978a7ed376ba,2024-11-09T04:05:02.739Z,5c023126-f400-4961-b48c-7f269ef2b5eb
4259,,,,,21181388.94,1309713.78,19188662.16,2024-11-09T00:00:00.000Z,,2849273.26,e477f52331b8faa9fd2be687df6cc7ab62705314,2024-11-09T04:05:02.739Z,728b2e5b-6523-4df4-b855-a527948ecf0b
4260,,,,,16996776.09,16433401.71,563374.38,2024-11-09T00:00:00.000Z,,2766438.92,dabe7d875150ae2ad05147bbef59297d4df8ddbe,2024-11-09T04:05:02.739Z,8261840c-03d5-4541-989b-6dd76e261267
4261,,,,,69267697.55,63921034.22,5197038.9,2024-11-09T00:00:00.000Z,,11093090.01,4375bb6eda8d06bcac8e4ffd50defc8d455d6e96,2024-11-09T04:05:02.739Z,03d27fb9-a500-4d31-9b3c-4affbe9e8f0f
4262,,,,,46994294.43,45407153.42,625146.24,2024-11-09T00:00:00.000Z,,5301884.96,90a3f6f5419001d4d3a4e5959f2b78ad0ded178c,2024-11-09T04:05:02.739Z,ff6bc61e-477d-446c-85e0-a745c647d866
4264,,,,,81093524.93,69282647.28,10210959.78,2024-11-09T00:00:00.000Z,,11586702,01287aca4714b6ac6736a86d0a718bd97f40a3d4,2024-11-09T04:05:02.739Z,15bdfee0-0a9e-4fda-957b-c6cdc4664f46
4265,,,,,1602711.5,167189.96,1429199.34,2024-11-09T00:00:00.000Z,,11491.39,3fd826c73797eb73d9a765f062e9d16a798cce89,2024-11-09T04:05:02.739Z,2df7ce1c-7aff-4430-9c12-69fbbb5de5f1
4267,,,,,44619194.68,43609951.73,159120.98,2024-11-09T00:00:00.000Z,,5679929.71,8044c9533bde93e8a573907e18cbb5f403b4ed14,2024-11-09T04:05:02.739Z,12c42dcb-2ccf-4169-b05e-b3d0587ac651
4270,,,,,2418773.48,237711.75,2090053.73,2024-11-09T00:00:00.000Z,,400745.26,4191f7e31bff6e5e8f6c6d65c280c6ebcc775349,2024-11-09T04:05:02.739Z,2e685ffb-5b9b-4125-8246-5e496ceee338
4271,,,,,1690433.9,36274.72,1647655.52,2024-11-09T00:00:00.000Z,,167546.81,a1cbb7dc4459b33708c1de24bb3ee54cc7bb7c2d,2024-11-09T04:05:02.739Z,dca1598c-fe54-490a-bd0c-dc5c8e071a08
4274,,,,,4693118.02,304934.78,4213341.88,2024-11-09T00:00:00.000Z,,680649.32,a06fbad3d4e2e6a030af92d27dd425ebd3a8331a,2024-11-09T04:05:02.739Z,b1b1e63e-ed0d-4da9-8a27-9a48400f9df1
4275,,,,,3045115.45,45898.98,2991554.51,2024-11-09T00:00:00.000Z,,71192.17,520a985624b626f58b9f4d6716a092d660b88f5f,2024-11-09T04:05:02.739Z,76af7acb-fe6b-41ed-8125-2bb2cbf359e2
4276,,,,,13669682.52,2101728.42,11215754.1,2024-11-09T00:00:00.000Z,,1077127.07,ec6b2ed4eddc4330ec1c18fc75afb769cc473714,2024-11-09T04:05:02.739Z,79c45f01-e501-4836-9927-ff4de057c395
3607,,,,,,,,,,,f81153b96ae56fe393722b43dd982118a3e03089,2024-08-06T23:02:45.025Z,d8f69a92-2ab3-4051-8501-89c028af65ed
4278,,,,,4746900.79,445918.56,4176083.61,2024-11-09T00:00:00.000Z,,916590.87,9c57d4acb31f3d729dd4ce7ecb89fa314ee877e1,2024-11-09T04:05:02.739Z,8626295d-cda8-43e4-832b-45fba86fca99
4279,,,,,7212400.94,4427205.2,2601497.74,2024-11-09T00:00:00.000Z,,323833.13,a6cac39a588e44db3a822ac5ae935a7d639208d4,2024-11-09T04:05:02.739Z,16b1c295-882a-4798-add3-462801621d21
4281,,,,,5398418.52,563785.5,4622573.56,2024-11-09T00:00:00.000Z,,1123574.5,749d3e63a69898afb4d1c3ca2cba43db0bcfcb97,2024-11-09T04:05:02.739Z,1a659a52-5788-41e3-a8e1-4e42fc483ac3
4282,,,,,4605646.93,3514800.26,953249.67,2024-11-09T00:00:00.000Z,,580615.77,772aa714a6d2398ba0bdfa8735d0694b20f41ad1,2024-11-09T04:05:02.739Z,35daf575-dba9-4f76-a763-79157ef75add
4287,,,,,5798145.11,448438.27,5022776.92,2024-11-09T00:00:00.000Z,,275024.93,60e5bf148bee043c4185c14db84577aed5964996,2024-11-09T04:05:02.739Z,089c3465-a602-4202-909d-41e8ab36756c
4288,,,,,9038145.25,524284.1,8229080.8,2024-11-09T00:00:00.000Z,,1534196.17,096ee5a9eb1b1924875c964694f0fe40198de67e,2024-11-09T04:05:02.739Z,ea7d6dec-22c4-4cca-9af4-c86a6cd64eea
4289,,,,,16783200.6,9301159,6873685.55,2024-11-09T00:00:00.000Z,,3738576.45,6a45fd3bf1d5c6bd07ba20538bb57b278f020f18,2024-11-09T04:05:02.739Z,73b11cc3-f911-469f-9b13-6fafd8823ccd
4292,,,,,25541185.85,1319866.18,23835424.48,2024-11-09T00:00:00.000Z,,3141703.03,3dae45b5ddbb9d80a03e53f136046dcbfd066404,2024-11-09T04:05:02.739Z,d5492942-50e8-4f14-9f2e-bcfddff083c8
5527,,,,,,,,,,0,e7d7657f20005af11ef72da9ca2a5de4a6a32d51,2024-08-06T23:02:45.025Z,df19b1b8-ea04-481c-a0ef-b8c2d9b43840
4296,,,,,13157394.34,3712375.64,9008924.7,2024-11-09T00:00:00.000Z,,293370.04,ac5ad9234e93074f47f528d7b830cbd189a54905,2024-11-09T04:05:02.739Z,20ae22fe-ff10-44bf-8491-feb0188305c1
4298,,,,,9837358.31,684944.84,8958498.74,2024-11-09T00:00:00.000Z,,1447192.8,9feb3a544b81fb414720054bc69ff36fcbb8fe48,2024-11-09T04:05:02.739Z,bed12741-e239-4517-8a33-7fe78c89f5bd
4299,,,,,133956447.5,3759961.12,126264394.38,2024-11-09T00:00:00.000Z,,12222797.43,d9bd54a8021a90d00337ad6281decc9c1f3f23d8,2024-11-09T04:05:02.739Z,1fb20ede-3619-4e36-a3f1-1f2aaf9636de
4301,,,,,145801808.02,29539696.96,111120265.28,2024-11-09T00:00:00.000Z,,17179449.35,a4570a0286a9f314ee8ae756d295351d42ec572b,2024-11-09T04:05:02.739Z,2c23502a-6a29-4640-8197-5c5836978d46
4302,,,,,3345510.33,1728987.46,1525927.87,2024-11-09T00:00:00.000Z,,0,8770500a2ee8e7095442f8af6bcfd1448f5bca6b,2024-11-09T04:05:02.739Z,22e13d10-01f6-44c2-9d18-1b006595e6db
4303,,,,,12313446.53,3667106.83,8252311.41,2024-11-09T00:00:00.000Z,,2188022.55,a499ec6209c8cb2c92a7cf6cbf4e71aa7fa3f7a0,2024-11-09T04:05:02.739Z,7ea9ee94-64db-4526-b281-6e487602eaa7
4304,,,,,12565373.45,2769651.33,9404613.35,2024-11-09T00:00:00.000Z,,1331667.15,e4c2c2fbf97e4d997e944af4991d0c34760ebf64,2024-11-09T04:05:02.739Z,b9ba0214-52c0-4bda-ab49-120520b48cb7
4305,,,,,61673431.67,16073534.63,43170754.31,2024-11-09T00:00:00.000Z,,7339028.45,e318aa2636f777ed5cdd6d52b1ebc3a64dc28fc5,2024-11-09T04:05:02.739Z,34d7c7b9-bda2-446b-832e-3a5b1c1c108d
4306,,,,,2418459.51,449949.85,1936137.04,2024-11-09T00:00:00.000Z,,87335.32,f8dfe05bb8a441020d39050319accebac4585c39,2024-11-09T04:05:02.739Z,513b2156-0c25-4667-87ec-73e60c2013f2
4307,,,,,12138723.06,8038943.97,3629954.46,2024-11-09T00:00:00.000Z,,1716229.84,9652e924441f0df6a75f354231b9b3cadebff4b0,2024-11-09T04:05:02.739Z,37813f87-c784-4301-9eb4-316b5d2df711
4308,,,,,820378726.59,207514266.66,596820092.04,2024-11-09T00:00:00.000Z,,92935000.01,0309e0fe6034f90515a5269664bdae4ddb50370f,2024-11-09T04:05:02.739Z,f05f4473-b054-4117-b1ff-56d0c1128512
4309,,,,,32363910.82,4552078.28,26404484.07,2024-11-09T00:00:00.000Z,,6154200,9488189598c51d817b46caea1105de5b4bb9f0f4,2024-11-09T04:05:02.739Z,f5a1e043-1f41-445c-a346-c2aef1f46a16
4310,,,,,7166137.86,724221,6204557.86,2024-11-09T00:00:00.000Z,,1118109,72068b05422eebf31986a36402752155940fc0e9,2024-11-09T04:05:02.739Z,079c4d46-af47-4b07-8f4a-c8e2564ce8b7
4311,,,,,3126349.9,427582.36,2589356.54,2024-11-09T00:00:00.000Z,,513765.94,0f6539910e16efedba0b2becd289b117265f6d8b,2024-11-09T04:05:02.739Z,b257a955-878f-41ce-86ac-e66e6a733ea8
4312,,,,,269934.77,36627.59,233307.18,2024-11-09T00:00:00.000Z,,1650,008fb21104e2d642b7ea6dd11cee07c12b67f1c2,2024-11-09T04:05:02.739Z,6a63031a-14fc-4b75-8513-5f27b406df25
4313,,,,,9287684.24,793624.91,8134028.33,2024-11-09T00:00:00.000Z,,1695975,4a24e28e181d57a7639c9f44c8f795ad568729cb,2024-11-09T04:05:02.739Z,e8713fbd-1bfa-43e4-a946-bd5b3c2a11a2
4314,,,,,17090046.35,14218573.79,2360311.56,2024-11-09T00:00:00.000Z,,400357.83,7b9af0ead77b29b1c1ff98d750e020642e7ea6b8,2024-11-09T04:05:02.739Z,337c5b28-8961-4c90-a470-0f4114b6120a
4315,,,,,85598562.92,790671.36,82014150.56,2024-11-09T00:00:00.000Z,,8394703.64,d4b5ab28664d28497a55e55b28aab6d0f8ef7f4d,2024-11-09T04:05:02.739Z,ff33bcfe-d3ec-4808-9ce9-0e5e16704b1b
4316,,,,,1676798.53,386527.2,1287325.25,2024-11-09T00:00:00.000Z,,176414.25,af0c9d6bbe2164ae834a978b16762720589f2fc9,2024-11-09T04:05:02.739Z,9c95a3cd-0e12-4945-a093-26969e9b8d68
4319,,,,,62691816.27,1381183.67,59699552.11,2024-11-09T00:00:00.000Z,,5106912.05,d979034ae7194352ad33d8afc23e151c10c3e3e2,2024-11-09T04:05:02.739Z,82c7cdbd-6ec3-4245-a265-49d993f99716
4320,,,,,31960035.12,15238853.86,16679126.57,2024-11-09T00:00:00.000Z,,2184487.77,688d6c0dc0b9b3fe975c7808dd50f554e00a3799,2024-11-09T04:05:02.739Z,75fad1a0-5cdd-4498-a5b1-692da9faab23
4321,,,,,2727443.3,3249.79,2697493.42,2024-11-09T00:00:00.000Z,,104243.3,38dca8a4adcba1c6ddc6955c165e8db15262c3ca,2024-11-09T04:05:02.739Z,f9b937df-f191-47c1-90a6-513de1f24011
4322,,,,,28335249.54,20388710.94,5741230.49,2024-11-09T00:00:00.000Z,,511159.15,3083a76d015cf709dc519384f37cc478a4c7c1d2,2024-11-09T04:05:02.739Z,600ebd1a-3d10-49fb-98eb-7710e703d774
4323,,,,,5306863.74,268433.01,4629123.77,2024-11-09T00:00:00.000Z,,563589.34,30f9be4a61562ba20893336d8ec23909fd7693e4,2024-11-09T04:05:02.739Z,c398a963-8b85-4a3e-8e26-af8264902e73
4324,,,,,4539992.99,572315.44,3822330.49,2024-11-09T00:00:00.000Z,,591792.36,a50ce8ce6eb5bfef280f59821ce1c9d7d6d2ab6c,2024-11-09T04:05:02.739Z,deb0f4ff-97d7-4eec-984c-2cde3cb2dc56
4325,,,,,15098468.62,2605736.36,12292687.83,2024-11-09T00:00:00.000Z,,1766204.25,20d800d96933c776ca2f6a925f8cf68fa5b33f05,2024-11-09T04:05:02.739Z,53c82c49-a8bb-4eeb-9c4b-41e99dc96268
4327,,,,,4352968.8,202610.74,3367564.1,2024-11-09T00:00:00.000Z,,750369.99,18bebf6b959f699bdf18724ac018a0bfaaa6655d,2024-11-09T04:05:02.739Z,c00509ad-34b5-4de8-b347-8f7fd400e045
4328,,,,,2962549.72,1903124.39,964504.33,2024-11-09T00:00:00.000Z,,232980.47,762e27d02c894210348aaa2a40a7e3f3bb6f12ed,2024-11-09T04:05:02.739Z,e7e03f15-ebb2-4c05-9686-3afae213c587
4329,,,,,7186636.03,160325.96,6317510.83,2024-11-09T00:00:00.000Z,,51048.32,d7cbd4378ff96ea044637e040c48cbd6c9831452,2024-11-09T04:05:02.739Z,1d359db3-58c4-4492-811e-1fab2233985e
4330,,,,,12084387.48,168883.52,10829252.96,2024-11-09T00:00:00.000Z,,1457100.8,f09d86fdd9f23d2777087777c64ef62f9f6d1acd,2024-11-09T04:05:02.739Z,258f0fe4-a95d-4b07-b337-113de0c876bd
4333,,,,,3013963.07,105669.13,2684912.82,2024-11-09T00:00:00.000Z,,382722.84,93a585545bd591121262db4e51f878ce1ddfedb0,2024-11-09T04:05:02.739Z,5b75979e-2229-43d2-8602-e09271dba337
4334,,,,,5349464.31,1037778.87,4150578.76,2024-11-09T00:00:00.000Z,,1270811.62,2ff1e871d7d2df586d7d7aed785ad696c37db9d4,2024-11-09T04:05:02.739Z,4377f72b-291e-476f-97a7-cfc5232ecf10
4342,,,,,4187615.44,737336.11,3243496.78,2024-11-09T00:00:00.000Z,,432383.22,e07dd2600ebe32fd808119aea9ad9f17fd8960c1,2024-11-09T04:05:02.739Z,f55dc285-9479-47fa-83c3-cc4f15880b79
4343,,,,,8806556.78,921024.39,7053336.25,2024-11-09T00:00:00.000Z,,1641365.75,5e3d5a47121b586370440e808870fd06e9aa5583,2024-11-09T04:05:02.739Z,9a5fa5c6-d09f-4b1c-8f5d-c858e81d2cbd
4345,,,,,7551565.54,5115076.81,1651131.67,2024-11-09T00:00:00.000Z,,265140.44,4584a4d1bcb07dc86705b08d43ef9452538e1d0b,2024-11-09T04:05:02.739Z,1ba4ea10-d7bc-466f-beaf-928a12af7654
4346,,,,,33095424.28,17590993.78,12843369.67,2024-11-09T00:00:00.000Z,,3600906.57,d3f64b6e4ea543c16dce0e83ae45e116a49b0c3d,2024-11-09T04:05:02.739Z,31405124-5cfa-42f4-89a6-0c8fd748a7df
4347,,,,,5904057.49,1473822.32,3832148.5,2024-11-09T00:00:00.000Z,,659657.01,c3c4c259d2883425f61ddd60d0519159d7c5e9b8,2024-11-09T04:05:02.739Z,2b7e9cef-7c0b-4ea2-b91d-ffefca266f15
4348,,,,,25957576.42,5521884.19,19586792.75,2024-11-09T00:00:00.000Z,,3091373.25,043672e686e8f8c79c0b9b88448e9c5db34e2459,2024-11-09T04:05:02.739Z,0fff8c9c-1741-458c-9ca1-5c50f78329c1
4349,,,,,15743741.36,3067775.06,12195870.61,2024-11-09T00:00:00.000Z,,1992228.02,85a4010300657f97a2c6fe8e729ba24ab0fce664,2024-11-09T04:05:02.739Z,7334afa0-3a0f-4992-9369-81cff700d27d
4350,,,,,10674392.68,4850898.75,4810083.83,2024-11-09T00:00:00.000Z,,237929.11,b213b52cc6370a10b30be814c98bfb8f5c06c14b,2024-11-09T04:05:02.739Z,b0f2f34e-830e-4b32-95b9-426ba281dbaf
4351,,,,,10235172.68,729259.64,9041625.86,2024-11-09T00:00:00.000Z,,775712.75,302e9baab9c94efab9bb4bf90fcfdc6f98b63f32,2024-11-09T04:05:02.739Z,504ecef8-332d-46c3-95af-e1102d8d30b7
4352,,,,,14430450.53,29670.68,13929186.82,2024-11-09T00:00:00.000Z,,0,485143f9c7c281e52ba7d5944b979558288d0239,2024-11-09T04:05:02.739Z,0c43d40d-f790-4c9a-81ea-735ca35445ad
4354,,,,,8700608.64,4554845.37,3333198.8,2024-11-09T00:00:00.000Z,,8512.9,84b700d8395be8aa19292015d7abc17f2b75b9a9,2024-11-09T04:05:02.739Z,4e38629a-c07c-45ba-8a2c-895ac4b0624f
4355,,,,,9955198.8,1352899.18,7529643.97,2024-11-09T00:00:00.000Z,,447348.92,6e0e84e150f11ad8771e76b8b811f1e1bdf09735,2024-11-09T04:05:02.739Z,0481c14b-9e6b-459a-ab7b-4d1e5aff131e
4356,,,,,5126898.02,1035633.62,3671058.7,2024-11-09T00:00:00.000Z,,76252.74,79aafeb7e488e42d9f537727e4b50630774d71bb,2024-11-09T04:05:02.739Z,07a8953b-ac7a-4d9c-a22c-ef06fa33d40a
4358,,,,,28104054.54,586335.61,23539388.34,2024-11-09T00:00:00.000Z,,7695157.74,a5a55617c591d7d22750520e7e0078a356eebd99,2024-11-09T04:05:02.739Z,bcce5577-652f-4045-afda-bcf21565c10c
4359,,,,,34945154.27,1189389.22,29529910.56,2024-11-09T00:00:00.000Z,,3014665.31,064667f5a0fe04ae4349cd10ac160c7515b95a5a,2024-11-09T04:05:02.739Z,7e1896d0-c4e5-43d8-8eaa-ed008220f34b
4360,,,,,63703348.85,2509492.93,58892651.05,2024-11-09T00:00:00.000Z,,13990683.79,56b9a30de66525abe43859915facd1a6cbe788a0,2024-11-09T04:05:02.739Z,cfe78ec0-30ef-43f8-bfbc-85cee63090ef
